id,sentiments
"8961_9",0.9343588352203369
"751_7",0.826988697052002
"9884_10",0.7362374067306519
"10016_8",0.8146094083786011
"8023_10",0.9212543964385986
"2628_1",0.010558023117482662
"5832_1",0.02476794272661209
"7302_1",0.13318215310573578
"4501_3",0.4203811287879944
"1121_7",0.5576398968696594
"8334_3",0.8149058222770691
"9789_10",0.6029173731803894
"4230_10",0.9151943922042847
"824_4",0.13474544882774353
"6803_9",0.9574980735778809
"3086_7",0.9782373309135437
"1135_8",0.712802529335022
"10136_1",0.041531942784786224
"11129_3",0.023068375885486603
"2072_8",0.7213318943977356
"9501_7",0.983630895614624
"319_10",0.437978059053421
"1693_7",0.9673694372177124
"10886_1",0.006300804670900106
"9406_8",0.7635887861251831
"10376_10",0.055002860724925995
"9902_1",0.23800353705883026
"9938_8",0.4802054464817047
"7080_9",0.9015569686889648
"11944_8",0.546917736530304
"5249_1",0.012812459841370583
"9599_2",0.18601064383983612
"9620_1",0.014876117929816246
"11244_1",0.22746971249580383
"6841_10",0.9839633107185364
"10050_4",0.43250253796577454
"10512_9",0.9797489047050476
"11327_3",0.016090519726276398
"10681_8",0.9782453179359436
"808_3",0.09136534482240677
"546_7",0.9747333526611328
"10765_1",0.0033769330475479364
"7189_9",0.9191516637802124
"6005_9",0.9343997240066528
"11915_9",0.9885089993476868
"5740_10",0.9324064254760742
"7097_10",0.6770655512809753
"9573_10",0.8496294021606445
"5084_4",0.2922906279563904
"12332_7",0.74861079454422
"8154_1",0.19175691902637482
"5610_1",0.8647142052650452
"5323_9",0.698314905166626
"11034_8",0.8698924779891968
"3977_2",0.03206506744027138
"12380_7",0.06864773482084274
"1737_8",0.25552648305892944
"6030_9",0.5393399596214294
"5918_7",0.9465608596801758
"7061_9",0.6598698496818542
"266_8",0.9048743844032288
"1375_10",0.9687799215316772
"8648_3",0.012217871844768524
"10146_10",0.9698881506919861
"4578_10",0.9282044768333435
"4685_8",0.8665580153465271
"11843_9",0.9409499168395996
"5467_10",0.9861889481544495
"10140_10",0.8782329559326172
"7721_8",0.9849602580070496
"11208_10",0.5078770518302917
"1063_10",0.9778598546981812
"8260_10",0.5024814605712891
"3182_9",0.9614095687866211
"2797_8",0.8960583806037903
"7613_2",0.6851774454116821
"11624_4",0.08754220604896545
"4847_10",0.9878265261650085
"10684_7",0.8789783120155334
"6312_1",0.23062439262866974
"4925_3",0.01041770912706852
"4125_1",0.008696988224983215
"2394_10",0.9879862666130066
"12105_10",0.8951576948165894
"7812_1",0.02199946716427803
"1061_8",0.625676155090332
"9343_3",0.5935941338539124
"7696_10",0.9923326969146729
"9355_10",0.9903092980384827
"782_9",0.9758569598197937
"9882_10",0.9926409125328064
"10642_10",0.9853692650794983
"7410_2",0.005555862560868263
"9591_4",0.007694710977375507
"11902_3",0.2209092527627945
"3495_7",0.03410102427005768
"6733_1",0.0009023692109622061
"4552_1",0.0022836406715214252
"6722_1",0.04058144986629486
"188_10",0.9521669745445251
"5099_10",0.9568049907684326
"10313_1",0.024273280054330826
"6756_9",0.7904690504074097
"6622_2",0.002264917828142643
"4807_10",0.9655092358589172
"7173_3",0.13274940848350525
"11321_8",0.315014511346817
"7909_9",0.3517170548439026
"8012_7",0.4036750793457031
"8615_4",0.19731095433235168
"8117_10",0.7590950131416321
"1892_10",0.976574718952179
"4617_1",0.2033020406961441
"1893_8",0.4547522962093353
"5435_1",0.012428243644535542
"162_3",0.10289422422647476
"6516_10",0.960372269153595
"11588_7",0.7585089802742004
"2006_1",0.022999893873929977
"1594_4",0.06388625502586365
"1472_1",0.016503872349858284
"3647_1",0.38180971145629883
"174_7",0.9287436604499817
"5539_7",0.016406210139393806
"3384_10",0.9835861325263977
"3811_4",0.5285496711730957
"4079_8",0.3841528594493866
"1179_7",0.9552662968635559
"3069_9",0.9799373745918274
"3769_8",0.7714532017707825
"9247_10",0.875053346157074
"10434_1",0.03124196268618107
"1147_10",0.9785805940628052
"5344_7",0.9631956815719604
"8073_10",0.8563501834869385
"7833_3",0.028058016672730446
"8370_1",0.019447626546025276
"9007_8",0.2536868751049042
"6624_7",0.46867451071739197
"6683_3",0.33211275935173035
"12275_7",0.18269331753253937
"11927_8",0.9371429085731506
"1560_10",0.9925645589828491
"1325_9",0.25507432222366333
"3548_8",0.016682123765349388
"607_1",0.004590735770761967
"6702_7",0.5514532923698425
"5702_3",0.024109911173582077
"11345_8",0.9770063757896423
"3428_4",0.26948851346969604
"7209_9",0.9880954027175903
"8425_8",0.8661379218101501
"3087_1",0.012963959015905857
"1119_8",0.8141694664955139
"5715_3",0.4975038766860962
"8645_1",0.08137424290180206
"2149_3",0.008213941939175129
"10403_10",0.6533733010292053
"5628_1",0.09707721322774887
"5570_10",0.954213559627533
"1613_3",0.06853137165307999
"1454_4",0.9327099919319153
"5094_3",0.3516782224178314
"7982_1",0.07807594537734985
"6894_2",0.6928717494010925
"6554_1",0.09895361959934235
"4721_3",0.010169519111514091
"6904_4",0.05898277088999748
"893_8",0.9580625891685486
"4605_4",0.6543222665786743
"11516_7",0.31377196311950684
"11718_7",0.9952504634857178
"5956_1",0.008715910837054253
"7455_9",0.8896403312683105
"6396_4",0.7978745698928833
"1223_8",0.8221169114112854
"8556_1",0.17215017974376678
"6108_8",0.8486478328704834
"11690_1",0.006166755687445402
"3778_9",0.39334073662757874
"3627_4",0.859431803226471
"8256_4",0.2993985414505005
"533_1",0.005890596657991409
"5235_4",0.12975996732711792
"621_2",0.28171056509017944
"5365_1",0.35668137669563293
"8180_3",0.08608799427747726
"7396_7",0.23157364130020142
"9776_10",0.9728183746337891
"8175_10",0.8762549161911011
"3128_1",0.03778078034520149
"4606_1",0.1767396628856659
"6158_2",0.2114577442407608
"3281_10",0.9758065938949585
"4723_4",0.3820511996746063
"11994_3",0.12055505067110062
"7701_1",0.0030243550427258015
"103_3",0.40883639454841614
"8908_10",0.9749305844306946
"8876_1",0.09894171357154846
"7519_9",0.7822988629341125
"12456_8",0.4918355345726013
"9514_8",0.8822939395904541
"8680_8",0.3795948326587677
"12402_10",0.7555937170982361
"362_2",0.49779829382896423
"9825_7",0.8376003503799438
"2913_3",0.7785341143608093
"7164_8",0.8457382321357727
"11177_7",0.9234464764595032
"5707_10",0.9437533020973206
"8103_10",0.9553232192993164
"6289_1",0.009575593285262585
"11754_1",0.18046559393405914
"11640_10",0.9647844433784485
"9933_7",0.8111144304275513
"185_10",0.9739615321159363
"242_10",0.9834451079368591
"9369_8",0.9072869420051575
"7453_10",0.5457480549812317
"7514_7",0.3054557144641876
"10860_2",0.028065316379070282
"8663_8",0.5234277844429016
"9108_1",0.02090306580066681
"7941_1",0.03050520084798336
"10116_1",0.011117026209831238
"9841_4",0.044514063745737076
"4512_9",0.945615828037262
"4853_2",0.09488432854413986
"2664_4",0.5111085176467896
"9966_10",0.9811680316925049
"5167_2",0.04285750538110733
"3894_2",0.19595277309417725
"3929_8",0.8634552955627441
"7165_10",0.9112945795059204
"5451_8",0.8532782793045044
"2947_4",0.14327728748321533
"4611_10",0.9209032654762268
"5807_1",0.15305662155151367
"9464_8",0.9448795914649963
"3124_10",0.8305492401123047
"2705_4",0.9406118392944336
"12187_8",0.9784805774688721
"12319_10",0.935997486114502
"9874_3",0.0485377162694931
"3406_4",0.4822755455970764
"2327_10",0.9930382370948792
"605_10",0.9934483170509338
"8080_4",0.134563609957695
"3074_10",0.9853588342666626
"2499_3",0.17292378842830658
"1013_1",0.16745953261852264
"11535_1",0.024503886699676514
"4118_7",0.15004724264144897
"10492_8",0.9720571041107178
"2129_4",0.4151060879230499
"9814_10",0.35046523809432983
"10671_9",0.32175859808921814
"5980_10",0.9584845900535583
"2755_2",0.3992556929588318
"5461_2",0.4624437689781189
"11979_1",0.03234098479151726
"8810_1",0.007555320858955383
"852_7",0.9562368392944336
"10961_4",0.11722178012132645
"7436_4",0.6713430285453796
"11281_3",0.8348351120948792
"4208_3",0.37504473328590393
"8213_10",0.7132070660591125
"9851_2",0.23728039860725403
"4713_7",0.5326658487319946
"9528_1",0.9619249701499939
"3595_10",0.9858185648918152
"5785_3",0.042920321226119995
"10370_3",0.021349117159843445
"1980_3",0.899685263633728
"8800_4",0.3625065088272095
"4437_3",0.12150004506111145
"28_3",0.25785988569259644
"12171_1",0.6380577087402344
"9359_3",0.35575273633003235
"3831_9",0.9943748712539673
"10962_7",0.9173887372016907
"1500_9",0.3087422251701355
"11470_10",0.9140401482582092
"11843_3",0.13697798550128937
"11200_4",0.2931906282901764
"1067_1",0.040067482739686966
"3333_1",0.018174536526203156
"4487_4",0.9902029037475586
"6428_1",0.01370567362755537
"575_7",0.030319586396217346
"10904_9",0.6356784701347351
"11821_2",0.17872919142246246
"11605_1",0.00613613473251462
"1111_7",0.5058097839355469
"10295_1",0.6103175282478333
"1146_4",0.013062704354524612
"2405_9",0.2526380717754364
"11081_10",0.9748530983924866
"2201_10",0.9943681359291077
"4844_1",0.044707346707582474
"11007_8",0.9315264225006104
"6535_7",0.9571800231933594
"2653_4",0.0670841783285141
"8245_10",0.23994314670562744
"9951_8",0.8723487854003906
"6133_8",0.05669568479061127
"10006_2",0.003239790676161647
"7350_1",0.4078254699707031
"4509_9",0.9812182784080505
"948_1",0.0028099941555410624
"3987_1",0.2204284816980362
"2947_10",0.2824333906173706
"6041_3",0.0024521704763174057
"2946_1",0.019503625109791756
"11967_4",0.02840736322104931
"1185_10",0.9967352747917175
"10323_2",0.3994784951210022
"11706_2",0.0060175261460244656
"3663_1",0.058546800166368484
"5602_10",0.9887608885765076
"4870_10",0.7202368974685669
"1994_1",0.032806333154439926
"10807_7",0.9662855267524719
"6871_3",0.9448497891426086
"1175_2",0.02330729551613331
"10919_7",0.9711455702781677
"8127_10",0.7271498441696167
"12497_4",0.2575490474700928
"3274_1",0.33178457617759705
"2568_3",0.12420308589935303
"840_2",0.09968803077936172
"5626_10",0.9930757284164429
"7561_10",0.9776533842086792
"4600_3",0.21458503603935242
"3324_9",0.5646243095397949
"8899_7",0.8954648375511169
"5592_8",0.7097711563110352
"12483_4",0.03269955515861511
"7874_1",0.006281137466430664
"5878_10",0.920780599117279
"4303_9",0.9110569357872009
"9421_1",0.13269267976284027
"10269_4",0.032372474670410156
"10615_2",0.027228020131587982
"2634_10",0.98777836561203
"7522_1",0.030712295323610306
"9289_10",0.7180278897285461
"4636_10",0.8969520926475525
"1241_7",0.11591902375221252
"9458_9",0.5783401727676392
"11690_10",0.9810593724250793
"7176_4",0.6142602562904358
"6212_10",0.8160446882247925
"6319_1",0.05939247086644173
"5229_3",0.25648507475852966
"466_9",0.9665498733520508
"8693_2",0.18953484296798706
"2952_10",0.9847840070724487
"1128_1",0.030919909477233887
"3975_10",0.771689772605896
"11365_10",0.5542493462562561
"2074_9",0.9020663499832153
"9768_10",0.9921528697013855
"4895_1",0.38943910598754883
"5726_10",0.9788989424705505
"9993_10",0.9695219993591309
"11319_2",0.349514365196228
"10561_2",0.29378944635391235
"5455_8",0.9542144536972046
"10684_3",0.024541636928915977
"3652_3",0.0037865922786295414
"7825_1",0.0821765810251236
"8806_1",0.024884335696697235
"275_10",0.9262503981590271
"2246_1",0.15691864490509033
"11968_2",0.0032414356246590614
"2528_1",0.7779065370559692
"8491_8",0.5273390412330627
"13_1",0.8721668720245361
"4530_8",0.8778730630874634
"5207_3",0.09516036510467529
"11648_10",0.6338186860084534
"8260_1",0.08721332252025604
"10730_10",0.7638915777206421
"10402_3",0.06259096413850784
"8077_1",0.014007281512022018
"8598_8",0.881093442440033
"2809_3",0.034991633147001266
"12490_10",0.9347767233848572
"1447_9",0.9455397129058838
"1605_3",0.3152368664741516
"2311_4",0.00436880299821496
"3235_9",0.6564902067184448
"5725_10",0.7851763963699341
"9025_10",0.9661986231803894
"6049_9",0.9492117166519165
"4803_10",0.9955444931983948
"191_9",0.967456579208374
"420_3",0.5873014330863953
"5238_2",0.00917686428874731
"1280_9",0.8651026487350464
"9408_4",0.18519671261310577
"819_1",0.0005798247293569148
"1656_4",0.012746261432766914
"9964_3",0.0895576998591423
"10404_4",0.7184101343154907
"12369_10",0.9675137400627136
"6423_1",0.04385609179735184
"9942_8",0.3650757670402527
"1519_1",0.03928355872631073
"100_10",0.9731292724609375
"3216_10",0.8295581340789795
"3909_10",0.5968755483627319
"5034_7",0.9773478507995605
"14_8",0.9802773594856262
"5891_3",0.057982709258794785
"8496_10",0.9939285516738892
"7429_1",0.014837712049484253
"9457_1",0.030842354521155357
"9602_8",0.9356803297996521
"4198_1",0.005892118439078331
"154_2",0.2413216531276703
"5070_2",0.007535506505519152
"4207_8",0.24149201810359955
"7758_8",0.847634494304657
"4439_9",0.9713227152824402
"12042_1",0.010651405900716782
"7244_1",0.004905638284981251
"6854_1",0.015883365646004677
"11932_10",0.9400657415390015
"4151_10",0.8947826623916626
"7265_1",0.013718570582568645
"10272_7",0.9469417929649353
"4256_4",0.29844939708709717
"1225_7",0.8130933046340942
"956_10",0.9791001677513123
"6389_2",0.011542106978595257
"1365_4",0.40170812606811523
"4752_7",0.9417856335639954
"276_10",0.8350637555122375
"8766_9",0.8027395009994507
"11225_10",0.7886760234832764
"6920_1",0.019107522442936897
"11536_1",0.001505159423686564
"1923_9",0.9737793803215027
"11460_10",0.5219789147377014
"10054_7",0.7382524013519287
"10845_1",0.01604561135172844
"10231_4",0.25400128960609436
"9430_8",0.9627784490585327
"3226_2",0.028231948614120483
"4298_3",0.17058208584785461
"10635_4",0.32676029205322266
"10567_4",0.011887556873261929
"5460_10",0.7424309849739075
"7310_7",0.76002436876297
"10330_2",0.005845494568347931
"5151_9",0.9595222473144531
"11_3",0.7556464672088623
"1448_8",0.08159156143665314
"10130_8",0.8418335914611816
"2199_3",0.016199467703700066
"1761_10",0.9638544917106628
"2782_1",0.03058517351746559
"7618_10",0.9736084938049316
"85_10",0.845706045627594
"5730_3",0.09975798428058624
"3641_1",0.7105568051338196
"8190_9",0.9412705898284912
"9533_10",0.9894458651542664
"9508_1",0.006691028364002705
"237_8",0.9768499135971069
"3981_7",0.8605548739433289
"7194_9",0.8076861500740051
"10584_8",0.40943726897239685
"248_2",0.01631041057407856
"8358_4",0.033197272568941116
"1218_1",0.006378395017236471
"4191_10",0.006207452155649662
"3090_8",0.7818233966827393
"11923_2",0.15807300806045532
"1640_8",0.8126398324966431
"9972_3",0.027934128418564796
"11818_4",0.5296213626861572
"4350_10",0.9555599093437195
"877_10",0.556694507598877
"10017_8",0.6556594371795654
"7975_10",0.975141704082489
"8436_1",0.12255442142486572
"6024_7",0.40713635087013245
"3112_1",0.06293221563100815
"951_10",0.9369111657142639
"1622_1",0.017462313175201416
"191_3",0.6040830016136169
"5669_1",0.059446293860673904
"1891_4",0.07457378506660461
"12173_9",0.9368475675582886
"7887_7",0.1097504273056984
"3256_10",0.8113943934440613
"5419_1",0.0009702061652205884
"7635_1",0.01316691841930151
"8297_2",0.10618569701910019
"7137_8",0.781156599521637
"7562_3",0.42180949449539185
"9944_1",0.007156883832067251
"4288_1",0.006808134261518717
"8087_1",0.12336507439613342
"4771_10",0.772709310054779
"10482_10",0.8712581992149353
"5324_10",0.9939364790916443
"3080_1",0.014321493916213512
"10923_7",0.5511516332626343
"1753_7",0.9324553608894348
"317_10",0.9083049893379211
"12474_8",0.777885913848877
"773_8",0.9842148423194885
"388_1",0.13760344684123993
"12141_2",0.7806103825569153
"5667_1",0.2208867222070694
"1071_9",0.9536870121955872
"2897_10",0.9641954898834229
"9481_4",0.23659637570381165
"12025_1",0.007284024264663458
"8879_7",0.7709197998046875
"5683_1",0.15516997873783112
"7026_1",0.005932025145739317
"2439_1",0.15133370459079742
"3631_7",0.7927725911140442
"1650_9",0.8423766493797302
"5378_7",0.9800925254821777
"9745_1",0.0019007247174158692
"11563_8",0.8419410586357117
"299_8",0.8901515007019043
"9471_2",0.7911520600318909
"1866_1",0.06179242208600044
"2639_4",0.16556254029273987
"5122_1",0.29154303669929504
"12341_7",0.5531286001205444
"2936_8",0.9627200365066528
"8647_10",0.0819215252995491
"4255_9",0.9504793882369995
"7262_8",0.3591378927230835
"8413_10",0.781437873840332
"10080_1",0.03798903524875641
"3973_1",0.5159812569618225
"8752_9",0.9871518611907959
"4018_2",0.13502536714076996
"7669_1",0.05180680751800537
"10421_4",0.06401130557060242
"7854_8",0.8187175393104553
"162_8",0.14028899371623993
"11614_9",0.6490769386291504
"11343_8",0.9418582916259766
"1708_7",0.2885991036891937
"7115_4",0.895760178565979
"10498_10",0.17398898303508759
"2944_8",0.9666961431503296
"10474_3",0.30483677983283997
"1263_1",0.0638386532664299
"1693_4",0.8574796915054321
"9600_9",0.21272116899490356
"11173_2",0.3691745102405548
"3961_2",0.2503817677497864
"8011_1",0.49582603573799133
"7386_8",0.5724919438362122
"8787_8",0.9237856864929199
"12349_9",0.9611010551452637
"1776_4",0.039750270545482635
"5885_4",0.878730833530426
"220_4",0.06870044022798538
"5547_8",0.9790678024291992
"2853_1",0.05972050502896309
"2157_2",0.3794367015361786
"11667_2",0.04833780229091644
"194_7",0.8457752466201782
"1633_1",0.022069700062274933
"6897_2",0.07983318716287613
"11568_2",0.5668538212776184
"9219_1",0.40914106369018555
"477_8",0.9776546359062195
"8980_3",0.9250673651695251
"4612_10",0.5901525020599365
"8030_10",0.9890649318695068
"1846_8",0.9920344948768616
"2786_8",0.9121268391609192
"2634_1",0.16021794080734253
"3110_8",0.963616669178009
"11587_8",0.8987395167350769
"11262_8",0.7101315855979919
"5680_7",0.264705628156662
"4583_4",0.3011564314365387
"1451_1",0.04056999087333679
"4244_4",0.03611017391085625
"6176_4",0.01838889718055725
"8851_10",0.9705789685249329
"908_9",0.9748030304908752
"7494_9",0.2795177102088928
"8061_3",0.016486026346683502
"789_1",0.22778600454330444
"2374_7",0.7956390380859375
"11225_3",0.013430030085146427
"4467_4",0.015782080590724945
"8516_10",0.3490186631679535
"4121_10",0.9502527713775635
"10267_7",0.6617977619171143
"6040_8",0.8895807862281799
"8338_7",0.933435320854187
"2903_7",0.9925327897071838
"6662_9",0.95600825548172
"5333_10",0.9018374681472778
"7470_4",0.16352440416812897
"8813_1",0.21621941030025482
"4514_3",0.525593101978302
"9584_7",0.10848084837198257
"11706_8",0.9633892774581909
"11538_8",0.6364296674728394
"4210_1",0.002064668107777834
"8984_1",0.019473016262054443
"3431_4",0.07025666534900665
"4973_10",0.9037445187568665
"12260_1",0.0027177019510418177
"4267_10",0.9832700490951538
"9906_9",0.9802236557006836
"670_7",0.9732627272605896
"6270_3",0.052252624183893204
"5164_4",0.059543024748563766
"9741_2",0.013299448415637016
"3761_8",0.7157108187675476
"2651_2",0.25201383233070374
"7448_10",0.9581977128982544
"7184_9",0.970619261264801
"1313_9",0.5818885564804077
"10654_8",0.9696783423423767
"7151_1",0.012909816578030586
"2320_10",0.962641716003418
"12033_7",0.4003869891166687
"6429_1",0.07078056782484055
"1420_4",0.6840353012084961
"3002_7",0.4538443386554718
"1299_1",0.0024229770060628653
"7897_9",0.9849062561988831
"1529_4",0.025482455268502235
"9760_2",0.2499774694442749
"11318_1",0.007344543468207121
"2217_3",0.09143535047769547
"11641_2",0.12354450672864914
"7238_10",0.980340838432312
"7710_8",0.8485037684440613
"12011_8",0.3732922375202179
"4495_7",0.9881594181060791
"11144_4",0.13752712309360504
"5625_2",0.05239371210336685
"2926_7",0.4260057210922241
"8538_8",0.8917710185050964
"8875_10",0.926531195640564
"10881_10",0.9657407999038696
"1662_7",0.8799468278884888
"4560_9",0.8990756869316101
"6714_4",0.02889997884631157
"9059_10",0.9403053522109985
"6631_10",0.6803169846534729
"8520_1",0.012123812921345234
"918_4",0.5507886409759521
"3102_10",0.785325825214386
"3611_2",0.010409817099571228
"8434_10",0.877267599105835
"681_7",0.9896049499511719
"7386_4",0.0073495893739163876
"7566_9",0.03614465519785881
"10110_10",0.6800141334533691
"10486_10",0.9816931486129761
"1492_3",0.33023789525032043
"11823_1",0.02667536400258541
"2331_9",0.8657186627388
"2200_2",0.031744334846735
"9547_1",0.0382571816444397
"785_2",0.007854119874536991
"5101_4",0.2992493808269501
"5657_10",0.5496790409088135
"6902_7",0.4868091642856598
"1490_9",0.8826746344566345
"7148_9",0.7977487444877625
"7387_8",0.8167999982833862
"8277_9",0.9117794632911682
"6912_7",0.6425364017486572
"170_2",0.30079352855682373
"7702_10",0.9875229001045227
"4393_3",0.01044787559658289
"2608_3",0.6782739162445068
"4931_8",0.9709452986717224
"10589_10",0.8475582599639893
"8623_4",0.006189506966620684
"6057_2",0.0218760184943676
"2704_9",0.9762172102928162
"1790_2",0.4168471097946167
"12370_1",0.007164949085563421
"159_1",0.020501865074038506
"343_9",0.9886334538459778
"2128_9",0.9902852177619934
"11181_8",0.9169036746025085
"11775_10",0.9811403751373291
"3514_10",0.4321832060813904
"6993_2",0.010435612872242928
"2866_9",0.5001028180122375
"1000_9",0.9624350666999817
"11772_7",0.7000057101249695
"3355_9",0.5284790992736816
"8519_8",0.24244217574596405
"7879_3",0.11956297606229782
"4332_10",0.9294570088386536
"5403_1",0.017567532137036324
"1514_7",0.2294270396232605
"7904_1",0.021487640216946602
"10550_2",0.4991586208343506
"11442_10",0.7737142443656921
"2821_3",0.10564950853586197
"5766_1",0.0028340707067400217
"8061_9",0.9898847341537476
"2166_1",0.02978447452187538
"6206_1",0.07104019075632095
"11124_2",0.05646977573633194
"7625_10",0.4928445816040039
"90_9",0.9649288654327393
"7959_10",0.9821447134017944
"7029_10",0.7667340040206909
"779_8",0.9339873194694519
"1101_4",0.041533343493938446
"11189_4",0.016628781333565712
"9790_4",0.09755348414182663
"10861_1",0.10645446181297302
"5902_2",0.020749090239405632
"9545_10",0.7502458095550537
"3730_1",0.003147863782942295
"4951_9",0.6471957564353943
"3295_1",0.01826196163892746
"9495_2",0.18134500086307526
"2876_1",0.802229642868042
"2796_1",0.05775439739227295
"10338_3",0.26518943905830383
"10913_7",0.2556176781654358
"4685_2",0.00395418843254447
"11586_1",0.06299439072608948
"4904_7",0.33809033036231995
"7110_7",0.925998866558075
"2086_4",0.25068071484565735
"7372_7",0.8569577932357788
"135_9",0.846360981464386
"7038_3",0.7441445589065552
"1119_2",0.04070654138922691
"5057_8",0.3841593265533447
"3479_10",0.9823499917984009
"6489_8",0.9579455852508545
"4910_8",0.7066160440444946
"5979_10",0.7190924882888794
"11304_1",0.01762261614203453
"2102_9",0.9492955803871155
"8048_1",0.02286105416715145
"12153_7",0.9113893508911133
"4832_8",0.7286845445632935
"3079_9",0.6861849427223206
"8254_2",0.0068508172407746315
"7981_7",0.9795094132423401
"611_1",0.8457032442092896
"307_10",0.787704586982727
"8861_3",0.16346348822116852
"4635_4",0.9479106068611145
"6197_7",0.9097892642021179
"6739_3",0.10644405335187912
"8588_9",0.9057853817939758
"8461_7",0.7745017409324646
"10089_1",0.041176773607730865
"2609_7",0.4462626576423645
"1418_3",0.5426424741744995
"2661_10",0.836495041847229
"1253_9",0.8951966762542725
"8815_9",0.769394040107727
"9867_8",0.9653816819190979
"2155_1",0.05852312222123146
"12259_4",0.131486177444458
"11224_3",0.557798445224762
"4781_1",0.0049006761983036995
"4354_9",0.9740438461303711
"9629_9",0.8830496668815613
"3629_9",0.9797345995903015
"6445_10",0.9777880311012268
"9526_10",0.9723860025405884
"5138_2",0.028407584875822067
"349_10",0.9102996587753296
"2099_7",0.5243803858757019
"4411_1",0.3270833492279053
"8127_3",0.2176298350095749
"5225_8",0.9431325793266296
"7970_3",0.038779087364673615
"5688_7",0.7317944169044495
"12099_3",0.08712951093912125
"6020_4",0.27886947989463806
"3892_8",0.9782769083976746
"2098_8",0.9811890125274658
"4851_7",0.9830771088600159
"10967_10",0.21290330588817596
"6230_4",0.5667802095413208
"2211_2",0.009194819256663322
"11978_10",0.6749828457832336
"8802_1",0.2763133943080902
"11010_3",0.009831897914409637
"10083_2",0.7436065673828125
"5588_10",0.13628940284252167
"958_10",0.7584767937660217
"6771_4",0.3869769871234894
"6767_9",0.9063248038291931
"7302_10",0.9840384721755981
"5324_3",0.009392168372869492
"7737_10",0.9850993752479553
"8603_10",0.9223416447639465
"3029_7",0.971716046333313
"8640_2",0.021905042231082916
"2139_1",0.002238784683868289
"6305_10",0.9919171929359436
"6884_7",0.9523339867591858
"5534_8",0.9033710956573486
"7619_8",0.9506968855857849
"10057_8",0.7142094969749451
"972_7",0.9683173894882202
"6245_8",0.8750344514846802
"6627_7",0.9446818828582764
"3621_10",0.48652151226997375
"2290_4",0.7589643001556396
"24_4",0.34021174907684326
"5689_1",0.0018038171110674739
"6497_4",0.051937349140644073
"12405_4",0.9043000340461731
"11720_7",0.9880170822143555
"10088_1",0.058223284780979156
"9258_9",0.9890433549880981
"354_4",0.8928980231285095
"4770_10",0.9401467442512512
"1035_3",0.8651981353759766
"739_1",0.06421396881341934
"6267_7",0.9131137728691101
"1562_8",0.9698931574821472
"1438_1",0.009305492043495178
"281_8",0.9869704246520996
"1818_1",0.4971226751804352
"3943_3",0.051092781126499176
"8116_4",0.6681004166603088
"6984_1",0.021101905032992363
"5330_4",0.013034223578870296
"8821_8",0.9757158756256104
"10484_10",0.9815783500671387
"1886_4",0.05302879586815834
"7943_2",0.4066719710826874
"6438_7",0.954697847366333
"8931_10",0.8723597526550293
"10538_10",0.880122721195221
"534_10",0.9869357943534851
"7329_2",0.01638694666326046
"6614_2",0.8614219427108765
"710_10",0.8806066513061523
"3120_4",0.13383398950099945
"9046_1",0.01467146910727024
"5638_2",0.014094239100813866
"2455_4",0.050271373242139816
"2652_3",0.12664753198623657
"11006_4",0.0487133152782917
"5065_3",0.008993962779641151
"9805_10",0.9804778695106506
